customerid,loannumber,approveddate,loanamount,totaldue,termdays,good_bad_flag
8a8589b953d0be470153d0e6e1490a90,18,2017-07-24 19:39:37,50000.0,52500.0,30,Good
8a858e0458d4ac3d0158dd57e64e736c,2,2017-07-25 11:42:25,10000.0,13000.0,30,Bad
8a858e0d59b7438d0159b7e0aa7533cd,7,2017-07-28 17:25:03,30000.0,34500.0,30,Good
8a858e1556321b9401564c8d8e8144d8,12,2017-07-06 09:48:33,20000.0,22250.0,15,Bad
8a858e225c404292015c4419d23d04f8,3,2017-07-26 05:53:41,10000.0,13000.0,30,Good
8a858e3654e2a82401550631bfcd571d,3,2017-07-20 09:42:45,10000.0,13000.0,30,Good
8a858e445add19b4015addc433723178,7,2017-07-05 19:22:50,30000.0,39000.0,60,Good
8a858e5b5bd99460015bd9e9ee2e18f4,5,2017-07-19 15:12:57,20000.0,21750.0,15,Good
8a858e615c832be8015c83b1cd532bb9,3,2017-07-24 08:51:21,10000.0,11500.0,15,Bad
8a858e69566ae5b801567378795b7add,5,2017-07-08 13:12:30,20000.0,24500.0,30,Good
8a858e6e55c554c20155d574b4596645,2,2017-07-28 17:52:07,10000.0,13000.0,30,Bad
8a858e725b3424d2015b3427a76103d2,4,2017-07-20 17:10:56,10000.0,12250.0,30,Good
8a858e845accb4f9015accdccf761e20,5,2017-07-29 11:16:58,10000.0,13000.0,30,Good
8a858e9156e137c601570b2f414c4258,3,2017-07-13 15:45:59,10000.0,13000.0,30,Bad
8a858ea35a28b88b015a3be970e0681d,6,2017-07-06 03:15:27,20000.0,24500.0,30,Good
8a858eac5c451942015c58ac70523824,2,2017-07-04 13:25:54,10000.0,13000.0,30,Good
8a858eb95b3ed48c015b4034cc273ab2,2,2017-07-05 02:07:50,10000.0,13000.0,30,Good
8a858ebd5b254c8b015b2fd8dafc7cee,7,2017-07-03 08:41:03,30000.0,34500.0,30,Good
8a858ec65c123dfb015c150e513455db,2,2017-07-28 08:43:00,10000.0,13000.0,30,Good
8a858ed25ba09f98015ba3f2c69e6d69,2,2017-07-14 18:51:15,10000.0,11500.0,15,Good
8a858ed55bafadc7015bb15979d1553e,4,2017-07-14 15:03:03,15000.0,18375.0,30,Good
8a858eda5c8863ff015c911534db43b8,2,2017-07-17 10:59:02,10000.0,11500.0,15,Good
8a858ee0560bc07701561391bb845623,2,2017-07-27 09:53:27,10000.0,13000.0,30,Good
8a858ee55cb156e6015cbb9fb27c2ad1,2,2017-07-15 18:05:48,10000.0,13000.0,30,Good
8a858ef258d4a48b0158e998c5794c1c,8,2017-07-11 09:47:14,30000.0,34500.0,30,Good
8a858eff55a090650155b7b1624119ab,2,2017-07-17 11:48:40,10000.0,11500.0,15,Good
8a858f065b1fe50a015b200b42462585,4,2017-07-30 08:44:38,10000.0,13000.0,30,Good
8a858f0d58a18ebc0158ab6deec27309,7,2017-07-15 08:45:34,30000.0,39000.0,60,Good
8a858f13556665aa01556dbccd6e1a20,12,2017-07-01 13:17:21,40000.0,44000.0,30,Good
8a858f1e5aec5791015aecbc59413486,4,2017-07-21 12:48:51,10000.0,11500.0,15,Bad
8a858f265b5c418f015b5c58effa1a88,2,2017-07-25 14:54:38,10000.0,13000.0,30,Good
8a858f2756cec0a30156e2d4cea415a3,10,2017-07-24 14:57:58,30000.0,39000.0,60,Good
8a858f2d5853901a01586382639065c7,3,2017-07-24 17:46:44,10000.0,13000.0,30,Good
8a858f315ccb979d015ccf98ddd4661f,2,2017-07-10 13:18:14,10000.0,11500.0,15,Good
8a858f3d5add42e2015ae9ab7c277132,6,2017-07-21 15:43:58,30000.0,34500.0,30,Good
8a858f465668e3d601566ad583100ef5,9,2017-07-17 17:21:33,30000.0,34500.0,30,Good
8a858f545908094b01591185749d6f25,6,2017-07-11 17:15:23,20000.0,24500.0,30,Good
8a858f595ccb6f86015cced9f57a03d6,2,2017-07-27 07:53:29,10000.0,13000.0,30,Good
8a858f60562378450156250366f10f86,9,2017-07-17 19:30:04,30000.0,34500.0,30,Good
8a858f6e5cb16eb9015cbb1fb520374d,2,2017-07-17 00:27:09,10000.0,13000.0,30,Good
8a858f7958b0a4a80158b47fb32010f3,11,2017-07-04 06:42:49,40000.0,44000.0,30,Good
8a858f7e5c213ef4015c21ca37fb3888,3,2017-07-06 07:44:45,10000.0,13000.0,30,Good
8a858f93572e873c01574753c9513a4e,7,2017-07-13 15:09:59,20000.0,24500.0,30,Good
8a858f975c4582c4015c4e5295c66873,2,2017-07-06 10:08:52,10000.0,13000.0,30,Good
8a858f9d5668e3f101566fb7494822f9,9,2017-07-14 10:04:58,30000.0,34500.0,30,Good
8a858fe45cd62cbf015cdfb7b59f05f4,2,2017-07-17 08:39:17,10000.0,11000.0,15,Good
8a858fec5ceec886015ceee4a2ab15ac,2,2017-07-20 22:28:45,10000.0,13000.0,30,Good
8a858ff8582fcb8601583e9ee74e1732,6,2017-07-10 21:40:40,10000.0,13000.0,30,Bad
8a858ffd5c8d343d015c97cecd270cb5,2,2017-07-18 06:08:36,10000.0,11500.0,15,Good
8a858e105bd92644015be762bf10576f,3,2017-07-10 14:58:47,10000.0,13000.0,30,Bad
8a858e675c3fe0a1015c417e73085191,3,2017-07-03 20:15:00,20000.0,22250.0,15,Bad
8a858ed1594a282f01594a4d14f50a58,2,2017-07-26 15:45:26,10000.0,13000.0,30,Bad
8a858f095c3b2c30015c3b5964a111df,2,2017-07-20 08:51:07,10000.0,13000.0,30,Bad
8a858f5f5b39bb0c015b3b298dd1358b,4,2017-07-13 09:07:18,10000.0,11500.0,15,Bad
8a858f9c57f74b1d0157f753c181047e,11,2017-07-30 20:32:34,30000.0,34500.0,30,Bad
8a858fe25ab3f041015ab51fc3c44cbd,4,2017-07-05 10:52:47,10000.0,13000.0,30,Bad
8a8189d152443f820152443f89500001,13,2017-07-02 07:12:28,20000.0,24500.0,30,Good
8a8588b754517d800154555019c36231,7,2017-07-15 17:08:35,10000.0,11500.0,15,Good
8a8589045384bd8301539e05b3d35023,11,2017-07-26 11:22:31,50000.0,52500.0,30,Good
8a858953548fb0c001549b31ac5f6dda,13,2017-07-21 11:24:21,10000.0,11000.0,30,Good
8a858e0156b782a10156b8e131824d39,6,2017-07-28 16:07:35,10000.0,11500.0,30,Good
8a858e065ccb8bc0015ccc9d8c2532cb,2,2017-07-04 15:10:39,10000.0,13000.0,30,Good
8a858e0f5c45466f015c546652e81026,3,2017-07-08 00:41:25,10000.0,11500.0,15,Bad
8a858e195b90e512015b9312936863cf,5,2017-07-24 10:37:50,20000.0,24500.0,30,Good
8a858e2e5bb57a37015bc8ff494a1089,2,2017-07-10 11:24:54,10000.0,13000.0,30,Good
8a858e3a54e337020154fda980777859,4,2017-07-05 08:45:14,20000.0,24500.0,30,Good
8a858e4b5cb1e4d7015cbbde80436cf1,2,2017-07-28 09:14:47,10000.0,13000.0,30,Good
8a858e5d57518f4601576a5b604c4adf,2,2017-07-18 10:35:17,10000.0,11500.0,15,Good
8a858e64590ae20001590c511d9b0cdf,4,2017-07-25 15:03:39,10000.0,11500.0,15,Good
8a858e695d1e075c015d211df3354b8e,2,2017-07-24 14:07:16,10000.0,13000.0,30,Good
8a858e705668e1670156810ee20960b7,7,2017-07-25 15:31:03,30000.0,34500.0,30,Good
8a858e785c8d9167015c9b35e2411165,2,2017-07-05 08:58:30,10000.0,13000.0,30,Good
8a858e8d56b784480156b7d232f723a8,10,2017-07-17 13:04:57,30000.0,39000.0,60,Good
8a858e9b5bcf8546015bcfaf5b680756,3,2017-07-23 15:29:37,10000.0,11500.0,15,Bad
8a858ea45c109201015c10d210791b14,3,2017-07-21 14:53:11,10000.0,11500.0,15,Good
8a858eb85886bdc30158acf926932eda,3,2017-07-19 15:36:00,10000.0,13000.0,30,Good
8a858eba5c884d2a015c8c4c58c5088a,2,2017-07-21 10:46:41,10000.0,11500.0,15,Good
8a858ec45577f83e01557eaf9f0b1f4c,2,2017-07-25 09:03:49,10000.0,11500.0,15,Good
8a858ec95afc0922015affaaf5992c1a,5,2017-07-21 22:57:22,15000.0,18375.0,30,Good
8a858ed45becf685015bed6fceb6498b,4,2017-07-10 12:05:00,20000.0,24500.0,30,Bad
8a858eda552adcc2015559532234110a,10,2017-07-10 17:14:15,30000.0,39000.0,60,Good
8a858edb5bd936e4015be394167c4698,4,2017-07-03 08:45:47,20000.0,24500.0,30,Good
8a858ee45b62dadc015b660294b5292e,4,2017-07-18 06:21:50,20000.0,24500.0,30,Good
8a858eed5756fb0e0157576dda0129e5,5,2017-07-10 18:15:09,10000.0,13000.0,30,Good
8a858ef95cf5154a015cf659212d26ce,2,2017-07-26 15:38:56,10000.0,13000.0,30,Good
8a858f03582a54c301582f698a281700,9,2017-07-27 12:00:52,30000.0,39000.0,60,Good
8a858f0a56ffda560157093acf144b87,9,2017-07-24 13:17:58,30000.0,39000.0,60,Good
8a858f0f5d1df2ad015d219c38c87827,2,2017-07-23 11:27:45,10000.0,13000.0,30,Good
8a858f185d1daff6015d279fcb900eef,2,2017-07-28 09:47:05,10000.0,13000.0,30,Good
8a858f245a4cde1e015a4e6271fd6c46,5,2017-07-21 10:36:42,20000.0,24500.0,30,Good
8a858f265c2187bd015c346b5bb74ea9,5,2017-07-20 16:01:22,20000.0,24500.0,30,Good
8a858f295c8d307f015c9e4f9b771eed,2,2017-07-22 11:38:47,10000.0,11500.0,15,Good
8a858f2f54e28d530154f3a9d35625d8,4,2017-07-18 19:16:13,10000.0,11500.0,15,Good
8a858f375b493337015b4943d3aa1027,6,2017-07-13 09:37:55,20000.0,22250.0,15,Good
8a858f405d13c45f015d1407060e316e,2,2017-07-26 21:07:52,10000.0,11500.0,15,Good
8a858f4e5ba5e8d3015ba9d8b01b3062,4,2017-07-14 13:20:17,20000.0,24500.0,30,Good
8a858f565b683b56015b7b6b606e1ec9,5,2017-07-11 17:01:12,20000.0,24500.0,30,Good
8a858f5f55f82ae30155f91ba4250aea,9,2017-07-23 11:55:11,30000.0,34500.0,30,Good
8a858f6a5b1fa846015b1ff2a147401d,7,2017-07-01 09:13:35,15000.0,17250.0,30,Good
8a858f765c350480015c35105f3f04c1,2,2017-07-07 13:36:59,10000.0,13000.0,30,Good
8a858f7c5be8dc45015be8eaadb90c0e,3,2017-07-12 13:55:56,10000.0,13000.0,30,Good
8a858f8e5b8c34d3015b8f4fe5ca199d,5,2017-07-30 17:30:05,10000.0,11500.0,15,Good
8a858f965c6950da015c6acefa5f661f,2,2017-07-09 07:07:30,10000.0,13000.0,30,Good
8a858f99560bbe4501561d163d570cba,11,2017-07-07 18:02:29,50000.0,57500.0,90,Good
8a858f9f5679951a01568d9941453c97,6,2017-07-10 06:28:43,30000.0,34500.0,30,Good
8a858fa25bd92c20015bda1a38cf5a24,3,2017-07-05 14:25:21,10000.0,13000.0,30,Good
8a858fa55acd8061015ad0b778b013ea,5,2017-07-09 06:05:52,20000.0,24500.0,30,Good
8a858fae5921beeb01592ad3c5c12bc1,6,2017-07-21 14:07:36,20000.0,24500.0,30,Good
8a858fb557330de1015750e05ade4eb8,4,2017-07-14 11:37:32,10000.0,13000.0,30,Good
8a858fbc594a495c01596db4320c084a,6,2017-07-06 13:00:48,20000.0,24500.0,30,Good
8a858fc9580b91da0158126363fb3f16,11,2017-07-19 11:13:35,15000.0,15750.0,15,Good
8a858fd05bfd7d3c015c0cc8a1a86a92,3,2017-07-20 19:03:43,10000.0,13000.0,30,Good
8a858fd55b8752ba015b895180e74ffe,5,2017-07-12 11:43:47,20000.0,24500.0,30,Good
8a858fe45cd62cbf015cd63942a40385,2,2017-07-11 20:09:30,10000.0,11500.0,15,Bad
8a858fe8555f401f01556e0a6ac317b7,8,2017-07-04 04:42:06,30000.0,34500.0,30,Good
8a858ff35c5f4d1d015c6379bbcf0adc,3,2017-07-29 18:33:29,10000.0,13000.0,30,Good
8a858ffa55ca72a50155de6808cd2f3f,9,2017-07-21 04:29:30,40000.0,48000.0,60,Bad
8a858ffd5c8d343d015c978f755b7fbe,2,2017-07-17 07:16:05,10000.0,11500.0,15,Good
8a858e065ccb8bc0015cce72dd475bfc,2,2017-07-21 21:13:00,10000.0,13000.0,30,Bad
8a858e6d5b62e36f015b668ed4dc3aaa,3,2017-07-21 10:29:20,10000.0,13000.0,30,Bad
8a858eb95a8f9e4c015a91f3f9dc6d7a,2,2017-07-28 12:02:26,10000.0,13000.0,30,Bad
8a858f045bc9690c015bcabf87506275,4,2017-07-28 15:57:24,20000.0,24500.0,30,Bad
8a858f3a58b5b0fe0158b6ca51f756ce,2,2017-07-14 19:02:27,10000.0,13000.0,30,Bad
8a858f6b570f2de9015721e9fbb40ecf,4,2017-07-07 02:44:50,10000.0,13000.0,30,Bad
8a858fb959976ce001599c31ae157981,7,2017-07-28 13:58:28,30000.0,39000.0,60,Bad
8a858ff259d1429e0159d2d0194c4b8e,5,2017-07-07 11:14:14,10000.0,11500.0,15,Bad
8a85883353e2e4e40153f068a4634e02,15,2017-07-20 21:38:15,50000.0,57500.0,90,Good
8a8588b75438f49901544510041e0951,5,2017-07-06 14:53:42,20000.0,24500.0,30,Good
8a8588f5542eb0d401542f48f0381490,15,2017-07-03 17:50:35,40000.0,44000.0,30,Good
8a85890754145ace01542184054739e2,12,2017-07-18 17:58:53,30000.0,33000.0,30,Good
8a85896653e2e18b0153ea4c2b00049f,6,2017-07-05 13:58:24,10000.0,12250.0,30,Bad
8a8589c1545181f301547d2cfb142ff4,4,2017-07-03 14:17:53,10000.0,13000.0,30,Good
8a858e045b495c30015b4f8417aa61c4,3,2017-07-04 12:11:49,10000.0,13000.0,30,Good
8a858e105bd92644015bdd374f0d1a3a,2,2017-07-14 12:30:29,10000.0,13000.0,30,Good
8a858e185b4923b4015b49f7165a4acd,7,2017-07-05 23:19:20,30000.0,39000.0,60,Good
8a858e225a28c713015a33e7c0bf5ed8,9,2017-07-06 12:44:32,30000.0,34500.0,30,Good
8a858e2c5cc64f70015cc942825e71ae,2,2017-07-18 08:31:33,10000.0,13000.0,30,Good
8a858e395cb1d4d9015cba9fbb6e6e2c,2,2017-07-21 23:53:58,10000.0,13000.0,30,Good
8a858e3e5922ba4301593831652558a5,4,2017-07-10 00:41:28,10000.0,13000.0,30,Good
8a858e4f58b9f0b40158c027a53e65a8,9,2017-07-26 15:26:40,20000.0,21500.0,15,Good
8a858e585693982b0156b6329ee229d6,9,2017-07-12 17:20:25,30000.0,39000.0,60,Good
8a858e615c832be8015c87cc64661017,2,2017-07-08 15:54:00,10000.0,13000.0,30,Good
